,business_id,score,date,type,score_level,diffFromPrev,prevScore
12657,85176,68,20170828,routine,1,,
12658,85183,88,20161214,routine,3,,
12659,85183,90,20171214,routine,3,2.0,88.0
12660,85185,94,20151218,routine,4,,
12661,85185,87,20160607,routine,3,-7.0,94.0
12662,85185,87,20160614,routine,3,0.0,87.0
12663,85185,88,20170104,routine,3,1.0,87.0
12664,85186,100,20160622,routine,4,,
12665,85210,100,20151125,routine,4,,
12666,85210,100,20161227,routine,4,0.0,100.0
12667,85212,100,20160511,routine,4,,
12668,85221,80,20151016,routine,2,,
12669,85221,96,20180104,routine,4,16.0,80.0
12670,85224,87,20160621,routine,3,,
12671,85224,93,20170420,routine,4,6.0,87.0
12672,85240,86,20151104,routine,3,,
12673,85240,75,20160209,routine,2,-11.0,86.0
12674,85240,71,20171010,routine,2,-4.0,75.0
12675,85256,86,20170313,routine,3,,
12676,85258,88,20160405,routine,3,,
12677,85258,82,20170530,routine,2,-6.0,88.0
12678,85271,100,20160105,routine,4,,
12679,85271,84,20161014,routine,2,-16.0,100.0
12680,85279,94,20160608,routine,4,,
12681,85279,88,20171116,routine,3,-6.0,94.0
12682,85295,86,20160705,routine,3,,
12683,85295,71,20170601,routine,2,-15.0,86.0
12684,85299,92,20160624,routine,4,,
12685,85307,94,20151201,routine,4,,
12686,85310,82,20151117,routine,2,,
12687,85316,88,20160805,routine,3,,
12688,85317,83,20160527,routine,2,,
12689,85317,84,20160709,routine,2,1.0,83.0
12690,85317,92,20170603,routine,4,8.0,84.0
12691,85319,85,20160315,routine,2,,
12692,85319,94,20170426,routine,4,9.0,85.0
12693,85319,84,20170912,routine,2,-10.0,94.0
12694,85324,100,20160108,routine,4,,
12695,85324,100,20160915,routine,4,0.0,100.0
12696,85324,98,20170524,routine,4,-2.0,100.0
12697,85324,93,20171102,routine,4,-5.0,98.0
12698,85327,98,20160229,routine,4,,
12699,85327,90,20170214,routine,3,-8.0,98.0
12700,85327,84,20171017,routine,2,-6.0,90.0
12701,85333,96,20151201,routine,4,,
12702,85333,89,20170104,routine,3,-7.0,96.0
12703,85333,94,20180102,routine,4,5.0,89.0
12704,85337,98,20160411,routine,4,,
12705,85338,87,20151113,routine,3,,
12706,85338,93,20170515,routine,4,6.0,87.0
12707,85338,89,20171106,routine,3,-4.0,93.0
12708,85342,100,20160819,routine,4,,
12709,85342,100,20170918,routine,4,0.0,100.0
12710,85350,100,20160505,routine,4,,
12711,85363,89,20161128,routine,3,,
12712,85363,96,20170921,routine,4,7.0,89.0
12713,85377,89,20170104,routine,3,,
12714,85377,88,20180108,routine,3,-1.0,89.0
12715,85397,90,20151209,routine,3,,
12716,85397,91,20160926,routine,4,1.0,90.0
12717,85430,100,20160121,routine,4,,
12718,85430,100,20170208,routine,4,0.0,100.0
12719,85433,96,20170824,routine,4,,
12720,85480,100,20151105,routine,4,,
12721,85480,92,20160629,routine,4,-8.0,100.0
12722,85480,94,20171023,routine,4,2.0,92.0
12723,85495,100,20160308,routine,4,,
12724,85495,100,20161017,routine,4,0.0,100.0
12725,85495,100,20170330,routine,4,0.0,100.0
12726,85495,100,20180116,routine,4,0.0,100.0
12727,85500,79,20160211,routine,2,,
12728,85500,87,20160718,routine,3,8.0,79.0
12729,85500,88,20170824,routine,3,1.0,87.0
12730,85501,96,20160524,routine,4,,
12731,85501,94,20171016,routine,4,-2.0,96.0
12732,85518,98,20151027,routine,4,,
12733,85518,94,20170124,routine,4,-4.0,98.0
12734,85518,93,20180116,routine,4,-1.0,94.0
12735,85525,100,20160129,routine,4,,
12736,85525,96,20170615,routine,4,-4.0,100.0
12737,85526,98,20160412,routine,4,,
12738,85526,94,20171012,routine,4,-4.0,98.0
12739,85532,92,20151214,routine,4,,
12740,85532,91,20160824,routine,4,-1.0,92.0
12741,85532,93,20170421,routine,4,2.0,91.0
12742,85541,100,20170111,routine,4,,
12743,85558,96,20161213,routine,4,,
12744,85558,89,20170128,routine,3,-7.0,96.0
12745,85562,70,20160622,routine,1,,
12746,85562,72,20170606,routine,2,2.0,70.0
12747,85578,87,20180123,routine,3,,
12748,85582,73,20160426,routine,2,,
12749,85582,87,20161021,routine,3,14.0,73.0
12750,85582,84,20171107,routine,2,-3.0,87.0
12751,85583,100,20151204,routine,4,,
12752,85583,94,20170123,routine,4,-6.0,100.0
12753,85583,94,20180130,routine,4,0.0,94.0
12754,85587,59,20160927,routine,1,,
12755,85587,84,20171121,routine,2,25.0,59.0
12756,85594,98,20161102,routine,4,,
12757,85601,96,20160226,routine,4,,
12758,85601,96,20171214,routine,4,0.0,96.0
12759,85602,100,20170415,routine,4,,
12760,85603,100,20161222,routine,4,,
12761,85609,76,20160426,routine,2,,
12762,85609,86,20161014,routine,3,10.0,76.0
12763,85609,83,20171023,routine,2,-3.0,86.0
12764,85655,100,20151210,routine,4,,
12765,85655,90,20160829,routine,3,-10.0,100.0
12766,85655,90,20170821,routine,3,0.0,90.0
12767,85670,92,20170822,routine,4,,
12768,85679,96,20160317,routine,4,,
12769,85679,94,20170918,routine,4,-2.0,96.0
12770,85680,100,20151204,routine,4,,
12771,85680,100,20151222,routine,4,0.0,100.0
12772,85680,93,20170601,routine,4,-7.0,100.0
12773,85682,100,20151204,routine,4,,
12774,85682,100,20170601,routine,4,0.0,100.0
12775,85683,98,20160201,routine,4,,
12776,85683,100,20170202,routine,4,2.0,98.0
12777,85690,98,20160122,routine,4,,
12778,85690,92,20160727,routine,4,-6.0,98.0
12779,85690,84,20170615,routine,2,-8.0,92.0
12780,85694,96,20171002,routine,4,,
12781,85696,86,20151120,routine,3,,
12782,85696,94,20160706,routine,4,8.0,86.0
12783,85696,94,20170130,routine,4,0.0,94.0
12784,85696,92,20171204,routine,4,-2.0,94.0
12785,85697,100,20151204,routine,4,,
12786,85697,90,20160218,routine,3,-10.0,100.0
12787,85697,82,20161202,routine,2,-8.0,90.0
12788,85697,84,20170622,routine,2,2.0,82.0
12789,85706,96,20160107,routine,4,,
12790,85706,90,20160908,routine,3,-6.0,96.0
12791,85706,90,20180209,routine,3,0.0,90.0
12792,85709,93,20160528,routine,4,,
12793,85713,100,20160502,routine,4,,
12794,85714,77,20161205,routine,2,,
12795,85714,77,20170823,routine,2,0.0,77.0
12796,85722,93,20160122,routine,4,,
12797,85731,90,20160622,routine,3,,
12798,85731,98,20171020,routine,4,8.0,90.0
12799,85739,76,20160310,routine,2,,
12800,85739,74,20170724,routine,2,-2.0,76.0
12801,85766,93,20151222,routine,4,,
12802,85766,91,20160603,routine,4,-2.0,93.0
12803,85766,89,20170119,routine,3,-2.0,91.0
12804,85766,94,20171006,routine,4,5.0,89.0
12805,85779,87,20160309,routine,3,,
12806,85779,92,20171016,routine,4,5.0,87.0
12807,85781,86,20160311,routine,3,,
12808,85781,87,20170821,routine,3,1.0,86.0
12809,85781,86,20180205,routine,3,-1.0,87.0
12810,85787,80,20160912,routine,2,,
12811,85796,94,20151202,routine,4,,
12812,85796,84,20160927,routine,2,-10.0,94.0
12813,85796,87,20171107,routine,3,3.0,84.0
12814,85809,92,20160816,routine,4,,
12815,85809,96,20171110,routine,4,4.0,92.0
12816,85824,74,20151208,routine,2,,
12817,85824,88,20160629,routine,3,14.0,74.0
12818,85824,87,20170329,routine,3,-1.0,88.0
12819,85824,82,20171003,routine,2,-5.0,87.0
12820,85835,61,20160204,routine,1,,
12821,85835,69,20170228,routine,1,8.0,61.0
12822,85835,85,20180112,routine,2,16.0,69.0
12823,85843,76,20160308,routine,2,,
12824,85843,85,20160926,routine,2,9.0,76.0
12825,85843,88,20171206,routine,3,3.0,85.0
12826,85852,98,20160323,routine,4,,
12827,85856,88,20160204,routine,3,,
12828,85856,80,20160817,routine,2,-8.0,88.0
12829,85856,77,20170927,routine,2,-3.0,80.0
12830,85857,94,20160930,routine,4,,
12831,85857,84,20170128,routine,2,-10.0,94.0
12832,85898,96,20160107,routine,4,,
12833,85898,96,20170127,routine,4,0.0,96.0
12834,85898,100,20180201,routine,4,4.0,96.0
12835,85899,90,20160203,routine,3,,
12836,85899,72,20161107,routine,2,-18.0,90.0
12837,85908,81,20160618,routine,2,,
12838,85917,82,20170816,routine,2,,
12839,85924,92,20160203,routine,4,,
12840,85924,84,20160929,routine,2,-8.0,92.0
12841,85924,90,20170620,routine,3,6.0,84.0
12842,85925,74,20151216,routine,2,,
12843,85925,76,20161031,routine,2,2.0,74.0
12844,85925,79,20171114,routine,2,3.0,76.0
12845,85927,92,20160212,routine,4,,
12846,85927,86,20170814,routine,3,-6.0,92.0
12847,85927,96,20180108,routine,4,10.0,86.0
12848,85930,68,20160128,routine,1,,
12849,85930,92,20170215,routine,4,24.0,68.0
12850,85933,98,20160411,routine,4,,
12851,85933,96,20170925,routine,4,-2.0,98.0
12852,85935,98,20160411,routine,4,,
12853,85935,96,20170925,routine,4,-2.0,98.0
12854,85936,98,20160411,routine,4,,
12855,85936,100,20170925,routine,4,2.0,98.0
12856,85937,98,20160411,routine,4,,
12857,85937,98,20171206,routine,4,0.0,98.0
12858,85938,98,20160411,routine,4,,
12859,85938,98,20170731,routine,4,0.0,98.0
12860,85944,92,20170210,routine,4,,
12861,85944,96,20180131,routine,4,4.0,92.0
12862,85945,89,20170920,routine,3,,
12863,85947,75,20170322,routine,2,,
12864,85947,79,20171218,routine,2,4.0,75.0
12865,85952,76,20161018,routine,2,,
12866,85952,92,20170330,routine,4,16.0,76.0
12867,85952,92,20170906,routine,4,0.0,92.0
12868,85953,80,20160516,routine,2,,
12869,85953,92,20161207,routine,4,12.0,80.0
12870,85953,86,20171101,routine,3,-6.0,92.0
12871,85955,68,20160205,routine,1,,
12872,85955,81,20160705,routine,2,13.0,68.0
12873,85955,81,20170711,routine,2,0.0,81.0
12874,85956,89,20160630,routine,3,,
12875,85956,94,20170202,routine,4,5.0,89.0
12876,85971,98,20170731,routine,4,,
12877,85972,85,20160321,routine,2,,
12878,85972,75,20161005,routine,2,-10.0,85.0
12879,85972,70,20170905,routine,1,-5.0,75.0
12880,85986,69,20161011,routine,1,,
12881,85986,77,20171127,routine,2,8.0,69.0
12882,85987,96,20160322,routine,4,,
12883,85987,96,20170302,routine,4,0.0,96.0
12884,86002,82,20161122,routine,2,,
12885,86002,88,20171120,routine,3,6.0,82.0
12886,86013,87,20170324,routine,3,,
12887,86059,98,20160603,routine,4,,
12888,86059,96,20170925,routine,4,-2.0,98.0
12889,86071,100,20171101,routine,4,,
12890,86073,93,20160127,routine,4,,
12891,86073,89,20170302,routine,3,-4.0,93.0
12892,86074,96,20160112,routine,4,,
12893,86074,98,20170105,routine,4,2.0,96.0
12894,86076,92,20160113,routine,4,,
12895,86076,73,20161206,routine,2,-19.0,92.0
12896,86110,100,20160202,routine,4,,
12897,86110,98,20170823,routine,4,-2.0,100.0
12898,86111,92,20160224,routine,4,,
12899,86111,94,20170822,routine,4,2.0,92.0
12900,86116,96,20160620,routine,4,,
12901,86116,91,20161229,routine,4,-5.0,96.0
12902,86116,94,20170915,routine,4,3.0,91.0
12903,86117,96,20170213,routine,4,,
12904,86124,91,20160226,routine,4,,
12905,86124,92,20170630,routine,4,1.0,91.0
12906,86131,98,20160525,routine,4,,
12907,86131,100,20171129,routine,4,2.0,98.0
12908,86133,92,20160727,routine,4,,
12909,86133,92,20170831,routine,4,0.0,92.0
12910,86134,86,20160812,routine,3,,
12911,86134,88,20170320,routine,3,2.0,86.0
12912,86134,86,20180213,routine,3,-2.0,88.0
12913,86137,93,20161210,routine,4,,
12914,86137,100,20170722,routine,4,7.0,93.0
12915,86138,100,20160203,routine,4,,
12916,86138,93,20170301,routine,4,-7.0,100.0
12917,86138,83,20180212,routine,2,-10.0,93.0
12918,86144,100,20160328,routine,4,,
12919,86144,100,20161221,routine,4,0.0,100.0
12920,86144,100,20171121,routine,4,0.0,100.0
12921,86146,78,20160225,routine,2,,
12922,86146,81,20170308,routine,2,3.0,78.0
12923,86147,90,20160502,routine,3,,
12924,86147,94,20170201,routine,4,4.0,90.0
12925,86147,92,20170808,routine,4,-2.0,94.0
12926,86147,94,20180205,routine,4,2.0,92.0
12927,86148,92,20160311,routine,4,,
12928,86149,92,20160122,routine,4,,
12929,86149,82,20170727,routine,2,-10.0,92.0
12930,86152,90,20170227,routine,3,,
12931,86154,96,20160831,routine,4,,
12932,86154,88,20170418,routine,3,-8.0,96.0
12933,86154,98,20171206,routine,4,10.0,88.0
12934,86156,94,20161027,routine,4,,
12935,86156,94,20171101,routine,4,0.0,94.0
12936,86158,90,20160411,routine,3,,
12937,86158,94,20161014,routine,4,4.0,90.0
12938,86158,100,20171101,routine,4,6.0,94.0
12939,86160,83,20170522,routine,2,,
12940,86160,86,20171117,routine,3,3.0,83.0
12941,86161,89,20160303,routine,3,,
12942,86161,100,20170224,routine,4,11.0,89.0
12943,86164,98,20160328,routine,4,,
12944,86164,100,20161027,routine,4,2.0,98.0
12945,86164,100,20170920,routine,4,0.0,100.0
12946,86166,81,20160823,routine,2,,
12947,86166,84,20171115,routine,2,3.0,81.0
12948,86168,88,20160223,routine,3,,
12949,86168,90,20161004,routine,3,2.0,88.0
12950,86168,73,20170731,routine,2,-17.0,90.0
12951,86170,86,20170224,routine,3,,
12952,86172,98,20160115,routine,4,,
12953,86172,92,20160719,routine,4,-6.0,98.0
12954,86172,96,20170331,routine,4,4.0,92.0
12955,86172,98,20180213,routine,4,2.0,96.0
12956,86180,84,20161205,routine,2,,
12957,86180,86,20170823,routine,3,2.0,84.0
12958,86213,91,20160620,routine,4,,
12959,86213,94,20180116,routine,4,3.0,91.0
12960,86224,89,20160127,routine,3,,
12961,86224,96,20160405,routine,4,7.0,89.0
12962,86224,86,20171024,routine,3,-10.0,96.0
12963,86231,93,20160401,routine,4,,
12964,86231,88,20161021,routine,3,-5.0,93.0
12965,86231,92,20170816,routine,4,4.0,88.0
12966,86231,90,20180131,routine,3,-2.0,92.0
12967,86233,100,20161002,routine,4,,
12968,86238,100,20160216,routine,4,,
12969,86238,100,20170918,routine,4,0.0,100.0
12970,86256,96,20160718,routine,4,,
12971,86261,87,20160229,routine,3,,
12972,86261,90,20160824,routine,3,3.0,87.0
12973,86261,83,20170331,routine,2,-7.0,90.0
12974,86271,87,20160628,routine,3,,
12975,86271,93,20170224,routine,4,6.0,87.0
12976,86271,96,20171128,routine,4,3.0,93.0
12977,86272,98,20160503,routine,4,,
12978,86272,98,20161230,routine,4,0.0,98.0
12979,86272,98,20170707,routine,4,0.0,98.0
12980,86277,94,20160319,routine,4,,
12981,86277,82,20170802,routine,2,-12.0,94.0
12982,86282,100,20160608,routine,4,,
12983,86283,94,20160708,routine,4,,
12984,86283,86,20170719,routine,3,-8.0,94.0
12985,86284,87,20161005,routine,3,,
12986,86284,88,20170406,routine,3,1.0,87.0
12987,86284,77,20171024,routine,2,-11.0,88.0
12988,86294,94,20160714,routine,4,,
12989,86294,90,20170612,routine,3,-4.0,94.0
12990,86296,78,20160223,routine,2,,
12991,86296,90,20170213,routine,3,12.0,78.0
12992,86301,98,20160210,routine,4,,
12993,86301,96,20160324,routine,4,-2.0,98.0
12994,86301,92,20160923,routine,4,-4.0,96.0
12995,86301,96,20170317,routine,4,4.0,92.0
12996,86301,90,20170721,routine,3,-6.0,96.0
12997,86301,96,20171127,routine,4,6.0,90.0
12998,86303,83,20160317,routine,2,,
12999,86303,93,20171010,routine,4,10.0,83.0
13000,86306,77,20160516,routine,2,,
13001,86306,90,20171130,routine,3,13.0,77.0
13002,86330,90,20160204,routine,3,,
13003,86330,92,20160808,routine,4,2.0,90.0
13004,86330,94,20170829,routine,4,2.0,92.0
13005,86336,100,20160218,routine,4,,
13006,86336,100,20160405,routine,4,0.0,100.0
13007,86336,98,20161103,routine,4,-2.0,100.0
13008,86336,98,20170822,routine,4,0.0,98.0
13009,86344,100,20151211,routine,4,,
13010,86344,100,20161116,routine,4,0.0,100.0
13011,86344,100,20171211,routine,4,0.0,100.0
13012,86349,100,20160129,routine,4,,
13013,86354,94,20170823,routine,4,,
13014,86355,100,20170210,routine,4,,
13015,86356,87,20160618,routine,3,,
13016,86356,96,20170422,routine,4,9.0,87.0
13017,86356,90,20171020,routine,3,-6.0,96.0
13018,86358,100,20160815,routine,4,,
13019,86358,87,20171215,routine,3,-13.0,100.0
13020,86359,82,20160714,routine,2,,
13021,86359,79,20170619,routine,2,-3.0,82.0
13022,86361,100,20160319,routine,4,,
13023,86362,98,20160923,routine,4,,
13024,86362,88,20180126,routine,3,-10.0,98.0
13025,86370,90,20160208,routine,3,,
13026,86370,92,20161018,routine,4,2.0,90.0
13027,86370,90,20171030,routine,3,-2.0,92.0
13028,86371,78,20160226,routine,2,,
13029,86371,94,20170929,routine,4,16.0,78.0
13030,86379,98,20160713,routine,4,,
13031,86379,92,20170517,routine,4,-6.0,98.0
13032,86379,92,20180123,routine,4,0.0,92.0
13033,86381,90,20170201,routine,3,,
13034,86381,92,20171106,routine,4,2.0,90.0
13035,86384,100,20160422,routine,4,,
13036,86385,90,20160314,routine,3,,
13037,86385,69,20180202,routine,1,-21.0,90.0
13038,86386,92,20160216,routine,4,,
13039,86386,94,20160926,routine,4,2.0,92.0
13040,86386,92,20170920,routine,4,-2.0,94.0
13041,86393,89,20160705,routine,3,,
13042,86399,96,20161027,routine,4,,
13043,86399,89,20170928,routine,3,-7.0,96.0
13044,86404,93,20170313,routine,4,,
13045,86405,88,20160920,routine,3,,
13046,86406,94,20160427,routine,4,,
13047,86406,92,20170505,routine,4,-2.0,94.0
13048,86407,98,20160427,routine,4,,
13049,86407,96,20170505,routine,4,-2.0,98.0
13050,86409,96,20160427,routine,4,,
13051,86409,100,20170505,routine,4,4.0,96.0
13052,86423,91,20160628,routine,4,,
13053,86423,86,20170731,routine,3,-5.0,91.0
13054,86428,86,20170301,routine,3,,
13055,86470,94,20160316,routine,4,,
13056,86471,63,20160929,routine,1,,
13057,86471,81,20170126,routine,2,18.0,63.0
13058,86471,79,20180105,routine,2,-2.0,81.0
13059,86475,100,20160616,routine,4,,
13060,86475,85,20170711,routine,2,-15.0,100.0
13061,86478,100,20160526,routine,4,,
13062,86480,88,20180209,routine,3,,
13063,86486,92,20170829,routine,4,,
13064,86490,90,20160319,routine,3,,
13065,86490,92,20171020,routine,4,2.0,90.0
13066,86503,92,20170208,routine,4,,
13067,86534,100,20160505,routine,4,,
13068,86539,90,20160810,routine,3,,
13069,86539,85,20170926,routine,2,-5.0,90.0
13070,86545,76,20160520,routine,2,,
13071,86545,82,20171005,routine,2,6.0,76.0
13072,86549,100,20160328,routine,4,,
13073,86551,100,20160809,routine,4,,
13074,86555,79,20161107,routine,2,,
13075,86555,92,20171205,routine,4,13.0,79.0
13076,86561,94,20170109,routine,4,,
13077,86561,92,20171128,routine,4,-2.0,94.0
13078,86562,84,20161215,routine,2,,
13079,86564,85,20161031,routine,2,,
13080,86564,90,20170425,routine,3,5.0,85.0
13081,86567,82,20160830,routine,2,,
13082,86567,85,20171011,routine,2,3.0,82.0
13083,86567,80,20180208,routine,2,-5.0,85.0
13084,86568,94,20160427,routine,4,,
13085,86568,89,20171101,routine,3,-5.0,94.0
13086,86587,93,20160420,routine,4,,
13087,86587,94,20161209,routine,4,1.0,93.0
13088,86590,100,20160420,routine,4,,
13089,86590,100,20161209,routine,4,0.0,100.0
13090,86593,92,20160713,routine,4,,
13091,86593,90,20171207,routine,3,-2.0,92.0
13092,86629,96,20160404,routine,4,,
13093,86629,94,20160927,routine,4,-2.0,96.0
13094,86629,88,20170809,routine,3,-6.0,94.0
13095,86638,96,20160505,routine,4,,
13096,86643,86,20160303,routine,3,,
13097,86643,81,20161117,routine,2,-5.0,86.0
13098,86643,92,20170906,routine,4,11.0,81.0
13099,86645,84,20160720,routine,2,,
13100,86645,82,20170828,routine,2,-2.0,84.0
13101,86647,66,20160504,routine,1,,
13102,86647,48,20160907,routine,1,-18.0,66.0
13103,86647,72,20170517,routine,2,24.0,48.0
13104,86647,72,20180122,routine,2,0.0,72.0
13105,86652,98,20160517,routine,4,,
13106,86653,100,20170906,routine,4,,
13107,86658,80,20160310,routine,2,,
13108,86658,83,20161026,routine,2,3.0,80.0
13109,86658,86,20170524,routine,3,3.0,83.0
13110,86659,90,20160914,routine,3,,
13111,86659,90,20180125,routine,3,0.0,90.0
13112,86670,77,20160325,routine,2,,
13113,86681,79,20160314,routine,2,,
13114,86681,74,20170724,routine,2,-5.0,79.0
13115,86682,86,20160301,routine,3,,
13116,86682,88,20161012,routine,3,2.0,86.0
13117,86682,78,20170616,routine,2,-10.0,88.0
13118,86692,88,20161116,routine,3,,
13119,86694,92,20160304,routine,4,,
13120,86694,89,20161014,routine,3,-3.0,92.0
13121,86694,86,20171030,routine,3,-3.0,89.0
13122,86696,100,20170117,routine,4,,
13123,86715,91,20161110,routine,4,,
13124,86715,91,20171219,routine,4,0.0,91.0
13125,86718,90,20161116,routine,3,,
13126,86742,81,20160729,routine,2,,
13127,86742,89,20171020,routine,3,8.0,81.0
13128,86753,96,20161123,routine,4,,
13129,86753,98,20171120,routine,4,2.0,96.0
13130,86765,78,20160728,routine,2,,
13131,86765,79,20161220,routine,2,1.0,78.0
13132,86765,88,20171127,routine,3,9.0,79.0
13133,86766,94,20170512,routine,4,,
13134,86766,90,20180212,routine,3,-4.0,94.0
13135,86768,96,20170201,routine,4,,
13136,86768,100,20171013,routine,4,4.0,96.0
13137,86773,81,20161205,routine,2,,
13138,86773,86,20171208,routine,3,5.0,81.0
13139,86774,96,20160321,routine,4,,
13140,86774,90,20170501,routine,3,-6.0,96.0
13141,86774,96,20171020,routine,4,6.0,90.0
13142,86777,94,20160721,routine,4,,
13143,86777,94,20171215,routine,4,0.0,94.0
13144,86780,100,20160830,routine,4,,
13145,86780,96,20170327,routine,4,-4.0,100.0
13146,86780,90,20171102,routine,3,-6.0,96.0
13147,86781,98,20170316,routine,4,,
13148,86790,100,20170227,routine,4,,
13149,86790,100,20180130,routine,4,0.0,100.0
13150,86798,92,20160923,routine,4,,
13151,86807,98,20160331,routine,4,,
13152,86807,90,20171201,routine,3,-8.0,98.0
13153,86814,96,20160602,routine,4,,
13154,86814,92,20161214,routine,4,-4.0,96.0
13155,86814,92,20171031,routine,4,0.0,92.0
13156,86816,96,20160713,routine,4,,
13157,86816,94,20170901,routine,4,-2.0,96.0
13158,86829,88,20171129,routine,3,,
13159,86845,90,20160329,routine,3,,
13160,86845,74,20161018,routine,2,-16.0,90.0
13161,86845,92,20171011,routine,4,18.0,74.0
13162,86849,92,20160528,routine,4,,
13163,86868,90,20170118,routine,3,,
13164,86885,90,20160413,routine,3,,
13165,86885,87,20170824,routine,3,-3.0,90.0
13166,86885,98,20180208,routine,4,11.0,87.0
13167,86910,85,20160621,routine,2,,
13168,86910,92,20170821,routine,4,7.0,85.0
13169,86915,77,20170802,routine,2,,
13170,86921,96,20170706,routine,4,,
13171,86921,92,20170707,routine,4,-4.0,96.0
13172,86924,92,20160801,routine,4,,
13173,86924,85,20180123,routine,2,-7.0,92.0
13174,86925,96,20170920,routine,4,,
13175,86933,87,20160411,routine,3,,
13176,86933,98,20161205,routine,4,11.0,87.0
13177,86933,93,20170614,routine,4,-5.0,98.0
13178,86960,100,20160527,routine,4,,
13179,86960,96,20170804,routine,4,-4.0,100.0
13180,86986,100,20180108,routine,4,,
13181,86990,78,20161103,routine,2,,
13182,86990,83,20170829,routine,2,5.0,78.0
13183,86991,100,20161209,routine,4,,
13184,86991,100,20171114,routine,4,0.0,100.0
13185,86992,98,20161209,routine,4,,
13186,86992,100,20171114,routine,4,2.0,98.0
13187,86994,98,20161209,routine,4,,
13188,86994,100,20171114,routine,4,2.0,98.0
13189,86995,96,20161209,routine,4,,
13190,86995,100,20171114,routine,4,4.0,96.0
13191,86997,92,20161209,routine,4,,
13192,86997,89,20171114,routine,3,-3.0,92.0
13193,87015,89,20160630,routine,3,,
13194,87015,77,20170630,routine,2,-12.0,89.0
13195,87021,93,20160513,routine,4,,
13196,87021,92,20170901,routine,4,-1.0,93.0
13197,87044,81,20160928,routine,2,,
13198,87044,90,20171011,routine,3,9.0,81.0
13199,87048,92,20160512,routine,4,,
13200,87048,91,20170926,routine,4,-1.0,92.0
13201,87051,100,20170301,routine,4,,
13202,87051,100,20180206,routine,4,0.0,100.0
13203,87059,96,20170215,routine,4,,
13204,87059,98,20180102,routine,4,2.0,96.0
13205,87073,96,20160606,routine,4,,
13206,87079,94,20160607,routine,4,,
13207,87079,96,20170313,routine,4,2.0,94.0
13208,87097,96,20180215,routine,4,,
13209,87099,94,20161110,routine,4,,
13210,87099,85,20170808,routine,2,-9.0,94.0
13211,87106,76,20160525,routine,2,,
13212,87106,56,20161205,routine,1,-20.0,76.0
13213,87106,80,20170911,routine,2,24.0,56.0
13214,87107,96,20160421,routine,4,,
13215,87107,88,20170929,routine,3,-8.0,96.0
13216,87112,96,20170911,routine,4,,
13217,87122,100,20160401,routine,4,,
13218,87122,98,20161018,routine,4,-2.0,100.0
13219,87122,98,20171011,routine,4,0.0,98.0
13220,87123,71,20170628,routine,2,,
13221,87123,83,20171102,routine,2,12.0,71.0
13222,87146,89,20171004,routine,3,,
13223,87148,77,20161018,routine,2,,
13224,87148,72,20170106,routine,2,-5.0,77.0
13225,87148,77,20180207,routine,2,5.0,72.0
13226,87149,92,20160405,routine,4,,
13227,87149,98,20161027,routine,4,6.0,92.0
13228,87149,100,20180209,routine,4,2.0,98.0
13229,87154,93,20160405,routine,4,,
13230,87154,88,20161027,routine,3,-5.0,93.0
13231,87154,96,20180209,routine,4,8.0,88.0
13232,87165,96,20180105,routine,4,,
13233,87167,88,20170412,routine,3,,
13234,87167,77,20171229,routine,2,-11.0,88.0
13235,87189,85,20170614,routine,2,,
13236,87200,100,20160408,routine,4,,
13237,87200,98,20161217,routine,4,-2.0,100.0
13238,87200,98,20170826,routine,4,0.0,98.0
13239,87201,100,20160525,routine,4,,
13240,87202,96,20160408,routine,4,,
13241,87202,92,20161217,routine,4,-4.0,96.0
13242,87202,94,20170826,routine,4,2.0,92.0
13243,87203,96,20161116,routine,4,,
13244,87203,87,20171030,routine,3,-9.0,96.0
13245,87209,100,20170406,routine,4,,
13246,87258,96,20161128,routine,4,,
13247,87260,98,20161102,routine,4,,
13248,87260,96,20171129,routine,4,-2.0,98.0
13249,87271,100,20160505,routine,4,,
13250,87271,94,20170912,routine,4,-6.0,100.0
13251,87272,90,20170925,routine,3,,
13252,87277,92,20160513,routine,4,,
13253,87277,79,20161230,routine,2,-13.0,92.0
13254,87277,85,20170629,routine,2,6.0,79.0
13255,87281,92,20180201,routine,4,,
13256,87285,82,20161128,routine,2,,
13257,87285,94,20170713,routine,4,12.0,82.0
13258,87298,96,20160511,routine,4,,
13259,87309,100,20170420,routine,4,,
13260,87337,96,20160209,routine,4,,
13261,87337,94,20160812,routine,4,-2.0,96.0
13262,87338,87,20160713,routine,3,,
13263,87338,88,20171106,routine,3,1.0,87.0
13264,87339,96,20170227,routine,4,,
13265,87344,100,20160624,routine,4,,
13266,87364,78,20170425,routine,2,,
13267,87401,93,20160708,routine,4,,
13268,87404,98,20170914,routine,4,,
13269,87413,92,20160627,routine,4,,
13270,87413,84,20170914,routine,2,-8.0,92.0
13271,87425,87,20171023,routine,3,,
13272,87440,100,20160801,complaint,4,,
13273,87440,96,20160801,routine,4,-4.0,100.0
13274,87440,86,20170925,routine,3,-10.0,96.0
13275,87443,88,20180104,routine,3,,
13276,87447,90,20161027,routine,3,,
13277,87447,74,20170830,routine,2,-16.0,90.0
13278,87469,96,20160606,routine,4,,
13279,87469,100,20170626,routine,4,4.0,96.0
13280,87469,100,20180105,routine,4,0.0,100.0
13281,87470,88,20170320,routine,3,,
13282,87477,100,20161027,routine,4,,
13283,87482,87,20170202,routine,3,,
